Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability
R_1394,Indian Style Cumin with Turmeric,Indian,"cumin, turmeric, onion, rice, curry powder, coconut milk, coriander",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,90,Hard,U_0104,"Japanese, Italian, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-11-06,Autumn,Festive,6,569,Gluten,2.11,5.7,Autumn
R_1324,Mediterranean Style Pita with Olives,Mediterranean,"pita, olives, lemon, tahini",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,59,Medium,U_0307,"American, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-05-15,Autumn,Festive,6,774,Seafood,16.03,9.1,Autumn
R_1677,French Style Shallots with Butter,French,"shallots, butter, beef, wine",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,57,Medium,U_0175,"Indian, Japanese, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-02-08,Autumn,Weeknight,1,451,Soy,21.76,8.5,Autumn
R_0548,Japanese Style Soy sauce with Tuna,Japanese,"soy sauce, tuna, rice, miso",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,47,Medium,U_0019,"Italian, Japanese, Time: Any",4.8,"Absolutely loved it, will make again!",2025-07-16,Spring,Dessert,6,681,Eggs,10.09,5.6,Spring
R_1992,Italian Style Oregano with Basil,Italian,"oregano, basil, pasta, mozzarella, garlic, parmesan, tomato sauce",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,32,Medium,U_0337,"American, Indian, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-09-28,Autumn,Dessert,2,649,Dairy,14.13,6.7,Autumn
R_1066,Thai Style Curry paste with Fish sauce,Thai,"curry paste, fish sauce,  lemongrass, peanut butter, noodles, coconut milk, shrimp",1. Chop ingredients. 2. Cook for 27 mins. 3. Serve.,27,Easy,U_0103,"American, Indian, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-09-23,Year-round,Party,2,396,Eggs,22.88,9.0,Year-round
R_1944,Mexican Style Corn with Tortilla,Mexican,"corn, tortilla, cilantro, tomato, avocado",1. Chop ingredients. 2. Cook for 10 mins. 3. Serve.,10,Easy,U_0369,"Mexican, Chinese, Time: Any",4.8,"Absolutely loved it, will make again!",2025-03-19,Spring,Dessert,4,454,Dairy,10.43,3.5,Spring
R_1265,Indian Style Garlic with Turmeric,Indian,"garlic, turmeric, coriander, rice, curry powder, cumin, onion",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,116,Hard,U_0316,"Indian, American, Time: Short",4.8,"Absolutely loved it, will make again!",2025-03-14,Summer,Party,2,192,Seafood,22.67,1.8,Summer
R_1307,Italian Style Pasta with Parmesan,Italian,"pasta, parmesan, basil, olive oil, tomato sauce, mozzarella",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,57,Medium,U_0037,"Greek, French, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-07-15,Winter,Breakfast,2,631,Eggs,6.58,6.1,Winter
R_0079,Mexican Style Tomato with Corn,Mexican,"tomato, corn, cheese, tortilla",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0075,"Japanese, Chinese, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-10-26,Winter,Healthy,4,275,Seafood,11.45,1.5,Winter
R_0552,Indian Style Onion with Cumin,Indian,"onion, cumin, curry powder, ginger, garlic",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,37,Medium,U_0265,"American, Indian, Time: Long",4.8,"Absolutely loved it, will make again!",2025-07-13,Autumn,Festive,6,622,None,9.84,4.9,Autumn
R_1527,Italian Style Basil with Pasta,Italian,"basil, pasta, mozzarella, garlic",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,58,Medium,U_0008,"Chinese, Mexican, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-06-06,Spring,Dessert,1,680,Seafood,16.73,2.4,Spring
R_0844,Japanese Style Miso with Soy sauce,Japanese,"miso, soy sauce, mirin, wasabi, salmon, seaweed",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,105,Hard,U_0356,"Italian, Mediterranean, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-04-05,Autumn,Healthy,1,563,Nuts,3.27,8.2,Autumn
R_0298,Mexican Style Lime with Tomato,Mexican,"lime, tomato, corn, jalapeno, beans, cheese",1. Chop ingredients. 2. Cook for 27 mins. 3. Serve.,27,Easy,U_0249,"Indian, Mexican, Time: Short",5.0,"Absolutely loved it, will make again!",2025-09-17,Summer,Dessert,6,563,Dairy,15.22,5.6,Summer
R_0683,Mediterranean Style Pita with Feta cheese,Mediterranean,"pita, feta cheese, chickpeas, tahini",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0192,"Mexican, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-12-25,Winter,Festive,6,534,Soy,22.46,2.6,Winter
R_1163,Mexican Style Corn with Tortilla,Mexican,"corn, tortilla, beans, tomato, lime, cilantro",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,40,Medium,U_0254,"Chinese, American, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-02-24,Autumn,Dessert,2,210,Eggs,4.87,9.6,Autumn
R_1293,Thai Style Fish sauce with Noodles,Thai,"fish sauce, noodles, curry paste,  lemongrass, coconut milk",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,131,Hard,U_0385,"Greek, American, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-01-30,Winter,Dessert,4,696,Seafood,21.77,2.8,Winter
R_1472,Mediterranean Style Chickpeas with Feta cheese,Mediterranean,"chickpeas, feta cheese, tahini, olives, cucumber",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,86,Hard,U_0126,"Italian, Greek, Time: Long",3.8,Very delicious and easy to follow.,2025-08-04,Winter,Breakfast,6,255,None,4.45,6.9,Winter
R_1582,Indian Style Curry powder with Turmeric,Indian,"curry powder, turmeric, ginger, rice, onion, cumin, coriander",1. Chop ingredients. 2. Cook for 19 mins. 3. Serve.,19,Easy,U_0334,"Chinese, Japanese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-04-08,Autumn,Festive,1,486,Soy,21.38,9.1,Autumn
R_0940,American Style Bacon with Tomato,American,"bacon, tomato, bbq sauce, potatoes, lettuce, cheddar",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,30,Medium,U_0325,"Mexican, Japanese, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-01-07,Autumn,Healthy,1,763,Dairy,4.98,4.4,Autumn
R_0274,Greek Style Cucumber with  tomato,Greek,"cucumber,  tomato, greek yogurt, oregano, feta, garlic",1. Chop ingredients. 2. Cook for 12 mins. 3. Serve.,12,Easy,U_0185,"Greek, American, Time: Short",5.0,"Absolutely loved it, will make again!",2025-07-12,Spring,Dessert,6,540,Soy,11.09,2.4,Spring
R_1451,Thai Style Shrimp with Peanut butter,Thai,"shrimp, peanut butter, fish sauce,  lemongrass, coconut milk, curry paste, noodles",1. Chop ingredients. 2. Cook for 29 mins. 3. Serve.,29,Easy,U_0307,"American, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-06-20,Summer,Dessert,6,652,Eggs,19.82,4.0,Summer
R_0574,Chinese Style Tofu with Ginger,Chinese,"tofu, ginger, garlic, broccoli, noodles, scallions, soy sauce, sesame oil",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,108,Hard,U_0334,"Chinese, Japanese, Time: Any",4.8,"Absolutely loved it, will make again!",2025-11-30,Summer,Festive,2,203,Gluten,16.59,1.8,Summer
R_0717,Greek Style Greek yogurt with Cucumber,Greek,"greek yogurt, cucumber, lamb, garlic,  tomato",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,55,Medium,U_0387,"Thai, Chinese, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-08-01,Spring,Dessert,1,552,Soy,4.9,8.3,Spring
R_0947,Japanese Style Wasabi with Seaweed,Japanese,"wasabi, seaweed, salmon, miso, mirin, tuna, rice",1. Chop ingredients. 2. Cook for 18 mins. 3. Serve.,18,Easy,U_0468,"Greek, Mediterranean, Time: Short",3.8,Very delicious and easy to follow.,2025-04-01,Spring,Breakfast,2,480,None,23.99,6.0,Spring
R_0638,Italian Style Tomato sauce with Parmesan,Italian,"tomato sauce, parmesan, pasta, mozzarella, garlic, oregano",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,37,Medium,U_0162,"Italian, Indian, Time: Short",4.8,"Absolutely loved it, will make again!",2025-11-17,Year-round,Party,6,413,Soy,22.01,2.9,Year-round
R_1974,Thai Style Peanut butter with Coconut milk,Thai,"peanut butter, coconut milk, shrimp, noodles, curry paste,  lemongrass, fish sauce",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,106,Hard,U_0018,"Mexican, Thai, Time: Long",5.0,"Absolutely loved it, will make again!",2025-12-18,Spring,Breakfast,1,470,Gluten,2.96,6.5,Spring
R_0650,Indian Style Garlic with Turmeric,Indian,"garlic, turmeric, cumin, onion, curry powder, coriander",1. Chop ingredients. 2. Cook for 11 mins. 3. Serve.,11,Easy,U_0298,"Greek, American, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-07-16,Summer,Weeknight,2,365,None,21.04,9.7,Summer
R_0937,Japanese Style Tuna with Soy sauce,Japanese,"tuna, soy sauce, rice, mirin, seaweed",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,57,Medium,U_0315,"American, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-06-03,Spring,Weeknight,2,757,Gluten,23.76,4.5,Spring
R_0611,Indian Style Coconut milk with Rice,Indian,"coconut milk, rice, ginger, curry powder, cumin, turmeric, coriander",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,55,Medium,U_0038,"Thai, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-03-13,Spring,Breakfast,1,711,Dairy,11.36,9.2,Spring
R_1170,Japanese Style Tuna with Seaweed,Japanese,"tuna, seaweed, mirin, soy sauce, salmon, miso, wasabi, rice",1. Chop ingredients. 2. Cook for 16 mins. 3. Serve.,16,Easy,U_0110,"Greek, Thai, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-06-13,Summer,Festive,1,511,Eggs,15.46,7.3,Summer
R_0967,Mexican Style Corn with Avocado,Mexican,"corn, avocado, tomato, tortilla, cheese, jalapeno, beans",1. Chop ingredients. 2. Cook for 30 mins. 3. Serve.,30,Easy,U_0087,"Chinese, Indian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-10-08,Summer,Dessert,2,223,Dairy,17.98,3.7,Summer
R_1060,Thai Style Coconut milk with Noodles,Thai,"coconut milk, noodles, curry paste, shrimp, peanut butter,  lemongrass, fish sauce",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,89,Hard,U_0271,"Mexican, Italian, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-10-07,Spring,Healthy,1,249,Eggs,24.56,3.5,Spring
R_1799,Thai Style Coconut milk with  lemongrass,Thai,"coconut milk,  lemongrass, peanut butter, curry paste",1. Chop ingredients. 2. Cook for 10 mins. 3. Serve.,10,Easy,U_0315,"American, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-10-26,Spring,Breakfast,2,561,Soy,18.77,6.2,Spring
R_1285,Japanese Style Miso with Rice,Japanese,"miso, rice, tuna, soy sauce, salmon",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,36,Medium,U_0346,"Mediterranean, Thai, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-01-01,Summer,Dessert,1,794,Seafood,18.11,9.4,Summer
R_0282,Italian Style Tomato sauce with Oregano,Italian,"tomato sauce, oregano, mozzarella, olive oil, basil, pasta, parmesan, garlic",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,90,Hard,U_0347,"Thai, Greek, Time: Long",3.8,Very delicious and easy to follow.,2025-10-08,Winter,Festive,6,517,Seafood,2.93,1.6,Winter
R_0957,American Style Bbq sauce with Lettuce,American,"bbq sauce, lettuce, mayo, tomato, bun, beef patty, bacon",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,81,Hard,U_0456,"Italian, Chinese, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-09-21,Spring,Weeknight,1,150,Eggs,21.61,9.5,Spring
R_0739,French Style Shallots with Beef,French,"shallots, beef, butter, wine, herb de provence, baguette, cheese",1. Chop ingredients. 2. Cook for 29 mins. 3. Serve.,29,Easy,U_0389,"American, Mexican, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-09-23,Summer,Dessert,6,515,Seafood,22.65,7.4,Summer
R_0234,Mediterranean Style Olives with Cucumber,Mediterranean,"olives, cucumber, chickpeas, feta cheese, olive oil, lemon, tahini, pita",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,51,Medium,U_0480,"Mediterranean, Italian, Time: Long",4.8,"Absolutely loved it, will make again!",2025-07-16,Autumn,Breakfast,1,643,Dairy,3.47,3.4,Autumn
R_0447,Mexican Style Cheese with Cilantro,Mexican,"cheese, cilantro, beans, lime, avocado, corn, jalapeno",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,39,Medium,U_0391,"Greek, Thai, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-01-16,Winter,Healthy,2,221,Seafood,22.58,4.3,Winter
R_1814,Mexican Style Beans with Lime,Mexican,"beans, lime, cilantro, jalapeno, cheese, avocado, tortilla, tomato",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,42,Medium,U_0269,"Indian, Japanese, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-02-05,Spring,Dessert,6,179,Gluten,13.0,6.9,Spring
R_1342,American Style Bbq sauce with Mayo,American,"bbq sauce, mayo, bacon, beef patty, tomato, lettuce, potatoes, bun",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,113,Hard,U_0047,"Mediterranean, Japanese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-01-02,Autumn,Breakfast,4,719,Nuts,14.36,7.8,Autumn
R_1947,Chinese Style Tofu with Chicken,Chinese,"tofu, chicken, soy sauce, sesame oil, scallions, broccoli, garlic, noodles",1. Chop ingredients. 2. Cook for 10 mins. 3. Serve.,10,Easy,U_0236,"Mexican, Indian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-02-20,Autumn,Breakfast,6,200,Seafood,20.3,5.0,Autumn
R_0204,French Style Butter with Baguette,French,"butter, baguette, cream, wine, shallots, beef, cheese, herb de provence",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,149,Hard,U_0145,"Mexican, Italian, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-11-02,Autumn,Festive,6,675,Dairy,3.13,1.3,Autumn
R_1406,French Style Cream with Baguette,French,"cream, baguette, shallots, butter, cheese",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,112,Hard,U_0382,"Indian, Mexican, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-03-31,Autumn,Healthy,4,297,None,6.27,6.8,Autumn
R_1903,American Style Cheddar with Mayo,American,"cheddar, mayo, potatoes, bun, bacon, lettuce",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,91,Hard,U_0469,"Indian, French, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-04-15,Summer,Festive,6,196,Nuts,13.25,5.8,Summer
R_1461,Mexican Style Tomato with Beans,Mexican,"tomato, beans, cilantro, jalapeno, cheese, corn, avocado",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,59,Medium,U_0361,"Japanese, Greek, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-07-24,Autumn,Festive,6,668,Dairy,4.26,4.4,Autumn
R_0670,Indian Style Coconut milk with Rice,Indian,"coconut milk, rice, ginger, coriander, curry powder, cumin",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,115,Hard,U_0014,"American, Italian, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-05-06,Autumn,Weeknight,2,481,Seafood,17.27,2.4,Autumn
R_1273,Thai Style Fish sauce with Curry paste,Thai,"fish sauce, curry paste,  lemongrass, noodles, coconut milk, peanut butter, shrimp",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,65,Hard,U_0400,"Italian, Chinese, Time: Long",3.8,Very delicious and easy to follow.,2025-07-31,Spring,Healthy,2,468,Soy,22.87,6.4,Spring
R_0542,Greek Style Olive oil with Cucumber,Greek,"olive oil, cucumber,  tomato, oregano",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,31,Medium,U_0262,"French, Indian, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-01-16,Year-round,Festive,2,418,Dairy,18.53,2.6,Year-round
R_1046,Chinese Style Ginger with Sesame oil,Chinese,"ginger, sesame oil, scallions, garlic, chicken, broccoli",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,97,Hard,U_0260,"Mexican, Mediterranean, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-11-29,Winter,Breakfast,4,405,None,16.18,6.8,Winter
R_0877,French Style Wine with Beef,French,"wine, beef, cream, shallots, butter, cheese",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,125,Hard,U_0171,"Italian, Chinese, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-10-13,Summer,Party,1,647,Nuts,7.58,4.9,Summer
R_0246,Greek Style Cucumber with Olive oil,Greek,"cucumber, olive oil, garlic, lamb",1. Chop ingredients. 2. Cook for 19 mins. 3. Serve.,19,Easy,U_0340,"Italian, Mexican, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-09-16,Autumn,Healthy,2,419,Gluten,21.12,4.7,Autumn
R_0703,Mexican Style Avocado with Jalapeno,Mexican,"avocado, jalapeno, lime, cilantro, tortilla, beans",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,72,Hard,U_0147,"Thai, Mexican, Time: Long",5.0,"Absolutely loved it, will make again!",2025-05-14,Summer,Breakfast,4,657,Seafood,6.73,6.7,Summer
R_0319,Italian Style Pasta with Basil,Italian,"pasta, basil, olive oil, tomato sauce, oregano",1. Chop ingredients. 2. Cook for 12 mins. 3. Serve.,12,Easy,U_0401,"Chinese, Thai, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-05-20,Spring,Breakfast,4,660,Nuts,24.95,1.7,Spring
R_0718,Thai Style Noodles with Shrimp,Thai,"noodles, shrimp, coconut milk, fish sauce",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,56,Medium,U_0108,"American, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-09-07,Year-round,Dessert,4,758,Dairy,4.24,7.2,Year-round
R_0568,American Style Bun with Tomato,American,"bun, tomato, bacon, potatoes, beef patty",1. Chop ingredients. 2. Cook for 17 mins. 3. Serve.,17,Easy,U_0069,"Mediterranean, Italian, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-02-27,Winter,Festive,6,473,Gluten,2.28,1.6,Winter
R_1211,Thai Style Curry paste with  lemongrass,Thai,"curry paste,  lemongrass, fish sauce, peanut butter",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,52,Medium,U_0431,"Chinese, Thai, Time: Long",4.8,"Absolutely loved it, will make again!",2025-04-12,Autumn,Festive,6,715,Soy,4.46,6.8,Autumn
R_1000,Chinese Style Soy sauce with Scallions,Chinese,"soy sauce, scallions, sesame oil, broccoli",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,69,Hard,U_0089,"Thai, Mediterranean, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-08-09,Summer,Festive,1,623,Dairy,14.73,5.8,Summer
R_1290,Chinese Style Ginger with Noodles,Chinese,"ginger, noodles, broccoli, sesame oil, garlic, soy sauce, scallions, chicken",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,137,Hard,U_0440,"Mediterranean, Thai, Time: Long",3.8,Very delicious and easy to follow.,2026-01-01,Year-round,Breakfast,2,382,None,11.73,9.7,Year-round
R_1561,Chinese Style Chicken with Broccoli,Chinese,"chicken, broccoli, ginger, sesame oil",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,120,Hard,U_0364,"Italian, Japanese, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-09-11,Spring,Party,4,453,Soy,13.05,7.1,Spring
R_1959,American Style Lettuce with Bbq sauce,American,"lettuce, bbq sauce, mayo, bacon",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,59,Medium,U_0254,"Chinese, American, Time: Short",4.8,"Absolutely loved it, will make again!",2025-08-02,Spring,Healthy,6,735,None,24.3,1.6,Spring
R_0605,Mexican Style Corn with Jalapeno,Mexican,"corn, jalapeno, cilantro, tomato, tortilla, avocado, lime, beans",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,32,Medium,U_0109,"American, Chinese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-10-14,Spring,Festive,1,681,Eggs,21.25,9.7,Spring
R_0590,Chinese Style Noodles with Tofu,Chinese,"noodles, tofu, sesame oil, broccoli, ginger, garlic",1. Chop ingredients. 2. Cook for 30 mins. 3. Serve.,30,Easy,U_0401,"Chinese, Thai, Time: Any",4.8,"Absolutely loved it, will make again!",2025-04-25,Year-round,Weeknight,2,771,Soy,13.14,4.1,Year-round
R_1371,Thai Style  lemongrass with Coconut milk,Thai," lemongrass, coconut milk, shrimp, fish sauce, curry paste",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,129,Hard,U_0398,"Mediterranean, Mexican, Time: Long",3.8,Very delicious and easy to follow.,2025-02-07,Year-round,Healthy,4,717,Gluten,9.47,3.7,Year-round
R_0130,French Style Cheese with Wine,French,"cheese, wine, herb de provence, cream, beef",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,121,Hard,U_0367,"Mediterranean, Greek, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-10-28,Summer,Festive,2,261,Eggs,16.16,1.5,Summer
R_0868,Mediterranean Style Feta cheese with Olives,Mediterranean,"feta cheese, olives, cucumber, olive oil",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,118,Hard,U_0039,"Thai, Mexican, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-12-17,Year-round,Festive,1,524,None,11.81,1.9,Year-round
R_0698,Chinese Style Garlic with Chicken,Chinese,"garlic, chicken, noodles, ginger, soy sauce, tofu, scallions",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,56,Medium,U_0473,"French, Mediterranean, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-09-16,Summer,Festive,6,307,None,21.5,9.3,Summer
R_1195,Japanese Style Seaweed with Wasabi,Japanese,"seaweed, wasabi, tuna, soy sauce, salmon",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0029,"Italian, American, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-06-05,Spring,Weeknight,4,763,Nuts,3.28,1.2,Spring
R_1842,Japanese Style Mirin with Miso,Japanese,"mirin, miso, salmon, tuna, soy sauce, rice",1. Chop ingredients. 2. Cook for 28 mins. 3. Serve.,28,Easy,U_0120,"American, Indian, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-09-20,Year-round,Dessert,2,637,Nuts,10.95,3.5,Year-round
R_1834,American Style Bacon with Tomato,American,"bacon, tomato, mayo, cheddar, beef patty, potatoes, lettuce, bbq sauce",1. Chop ingredients. 2. Cook for 25 mins. 3. Serve.,25,Easy,U_0457,"Chinese, American, Time: Short",5.0,"Absolutely loved it, will make again!",2025-06-02,Summer,Party,4,207,Soy,24.55,3.9,Summer
R_1029,Mexican Style Cilantro with Avocado,Mexican,"cilantro, avocado, corn, cheese, beans, lime, tomato",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,56,Medium,U_0358,"American, Mexican, Time: Long",4.8,"Absolutely loved it, will make again!",2025-05-04,Year-round,Breakfast,4,189,Soy,20.78,4.6,Year-round
R_0072,Chinese Style Broccoli with Tofu,Chinese,"broccoli, tofu, noodles, garlic, ginger, soy sauce",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,33,Medium,U_0024,"Greek, American, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-10-30,Year-round,Weeknight,1,615,Gluten,4.11,1.5,Year-round
R_0233,Italian Style Tomato sauce with Mozzarella,Italian,"tomato sauce, mozzarella, pasta, olive oil, parmesan",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,59,Medium,U_0241,"Thai, Italian, Time: Any",4.8,"Absolutely loved it, will make again!",2025-10-19,Autumn,Dessert,4,431,Nuts,11.75,3.3,Autumn
R_0495,Greek Style Feta with Olive oil,Greek,"feta, olive oil, oregano, greek yogurt, lamb, garlic",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,130,Hard,U_0496,"Mediterranean, American, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-09-07,Autumn,Party,1,690,Eggs,2.44,1.6,Autumn
R_0323,American Style Bbq sauce with Bacon,American,"bbq sauce, bacon, potatoes, beef patty",1. Chop ingredients. 2. Cook for 10 mins. 3. Serve.,10,Easy,U_0169,"American, Mediterranean, Time: Short",5.0,"Absolutely loved it, will make again!",2025-07-12,Year-round,Breakfast,2,311,Soy,13.5,9.4,Year-round
R_0125,Mediterranean Style Tahini with Lemon,Mediterranean,"tahini, lemon, cucumber, olive oil, chickpeas, feta cheese",1. Chop ingredients. 2. Cook for 21 mins. 3. Serve.,21,Easy,U_0263,"Thai, Mediterranean, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-05-14,Year-round,Party,6,421,Seafood,24.24,3.0,Year-round
R_1497,Indian Style Coriander with Turmeric,Indian,"coriander, turmeric, cumin, garlic",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,30,Medium,U_0091,"Mexican, Chinese, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-03-02,Winter,Festive,6,322,Dairy,19.41,6.0,Winter
R_0767,Japanese Style Wasabi with Tuna,Japanese,"wasabi, tuna, seaweed, soy sauce, mirin",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,46,Medium,U_0285,"Indian, Thai, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-03-04,Year-round,Dessert,6,795,Dairy,11.02,3.7,Year-round
R_0090,Japanese Style Miso with Mirin,Japanese,"miso, mirin, rice, salmon, soy sauce, seaweed",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,69,Hard,U_0285,"Indian, Thai, Time: Long",3.8,Very delicious and easy to follow.,2025-01-17,Winter,Dessert,1,242,Eggs,16.15,6.2,Winter
